0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0.14,0,0,0
0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0.02,0,0.01,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0
0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.04,0.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0.02,0,0.07,0,0.07,0
0,0,0,0.12,0,0,0,0,0,0,0,0,0.12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.09
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0
0,0,0,0.12,0,0,0,0.12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0.02,0,0.07,0,0.04,0
0.02,0,0,0,0,0,0,0,0,0.02,0,0,0.05,0,0,0.04
0.06,0,0.03,0,0,0.06,0,0,0,0.01,0,0,0.1,0,0,0
0.25,0.02,0.09,0.04,0,0,0.02,0,0.1,0.02,0.12,0,0.22,0,0,0.04
0.19,0.02,0.06,0.12,0,0,0.03,0.06,0.05,0.06,0.17,0,0.24,0.04,0.04,0.04
0.24,0.03,0.06,0.16,0,0,0.05,0.06,0.16,0.04,0.4,0,0.07,0.42,0,0.04
0.33,0.1,0.17,0.04,0,0.11,0.1,0.06,0.16,0.05,0.3,0,0.34,0.42,0,0.18
0.31,0.23,0.37,0.04,0,0,0.1,0.06,0.28,0.1,0.62,0.1,0.24,0.21,0.04,0.22
0.5,0.3,0.23,0.04,0,0.06,0.18,0.12,0.33,0.13,0.54,0.29,0.67,0.98,0.04,0.49
0.35,0.29,0.57,0.12,0.15,0,0.28,0.36,0.32,0.09,0.5,0.1,0.84,0.47,0.04,0.53
0.67,0.47,0.86,0.24,0.45,0,0.43,0.48,0.47,0.14,0.92,0,0.81,0.21,0.35,0.58
0.46,0.59,0.78,0.48,0.15,0.06,0.38,0.97,0.39,0.23,0.82,0.49,1.25,0.85,0.39,0.62
0.27,0.34,0.49,0.28,0,0.06,0.11,0.3,0.26,0.11,0.15,0,2.49,0.98,0.07,0.44
0.15,0.16,0.14,0.24,0,0.06,0.05,0.24,0.14,0.06,0.27,0,0.81,1.61,0.25,0.31
0.06,0.1,0.29,0.04,0,0,0,0.12,0.13,0.06,0.3,0,1.37,0.55,0.25,0.22
0.07,0.07,0.03,0,0,0,0.02,0.06,0.03,0.03,0.07,0,0.81,0.72,0.11,0.36
0.04,0.1,0.06,0,0,0,0.08,0,0.03,0.01,0.1,0,0.55,0.17,0.04,0.44
0,0.05,0.09,0,0,0,0.03,0,0.03,0.01,0.02,0,0.53,0.04,0.07,0.09
0.03,0.04,0,0,0,0,0.03,0,0.01,0,0,0,0.34,0.08,0.04,0.04
0,0.02,0,0,0,0,0.02,0,0.01,0,0,0,0.05,0,0.11,0.04
0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.04
0,0.02,0,0,0,0.06,0,0,0,0,0,0,0.05,0,0.07,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0
0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0.05,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0.1,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0.01,0,0.02,0,0.05,0,0,0
0,0,0.03,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.06,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0.01,0,0,0,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0.02,0.06,0.01,0,0,0,0.02,0,0,0
0.05,0.07,0.09,0.04,0,0,0,0,0.01,0,0,0,0,0,0.04,0
0.11,0.22,0,0.08,0,0,0,0,0.04,0.02,0.25,0,0.07,0.08,0.14,0.09
0.2,0.49,0.17,0,0,0,0.03,0.18,0.08,0.03,0.42,0,0.19,0,0.39,0.27
0.58,0.78,0.63,0.16,0.75,0.11,0.03,0.12,0.35,0.11,0.22,0,0.26,0.25,0.7,0.58
0.71,0.86,0.52,0.08,0.9,0.11,0.18,0.3,0.63,0.09,1.63,0,0.53,0.76,0.95,0.85
1.75,2.31,1.01,0.83,1.8,0.51,0.33,0.18,0.63,0.22,3.37,0,2.01,1.44,2.32,1.07
1.89,2.9,3.1,1.63,2.7,0,0.67,1.27,1.42,0.41,2.35,0.39,1.92,4.03,2.57,2.45
1.37,3.24,3.19,1.91,4.51,0.06,0.92,1.45,1.69,0.52,2.52,0.39,4.36,4.84,1.62,2.4
0.6,2.25,3.97,1.87,3.6,0.11,0.95,2.9,1.21,0.48,2.18,0.29,6.18,3.57,1.41,2.94
0.49,0.73,2.3,1.43,3,0,0.7,1.03,0.79,0.3,1.44,0.39,7.95,2.67,1.02,2.27
0.3,0.51,1.21,0.6,1.8,0.06,0.26,0.3,0.5,0.24,1.14,0.2,4.86,2.46,0.28,1.02
0.28,0.23,0.72,0.36,1.65,0,0.21,0.36,0.38,0.14,0.42,0,2.25,0.64,0.21,0.53
0.04,0.15,0.17,0.04,2.1,0,0.03,0.18,0.16,0.07,0.17,0,1.1,0.47,0,0.22
0.03,0.12,0.09,0.08,0.6,0.06,0.07,0.06,0.05,0.04,0.02,0,0.55,0.17,0.04,0.13
0.06,0.05,0,0,0,0,0.02,0,0.01,0,0.05,0.2,0.57,0.08,0,0.04
0,0,0,0.04,0.45,0,0,0,0.03,0,0.05,0,0.12,0.04,0,0.18
0,0.04,0.03,0.04,0.15,0,0.02,0,0,0,0.05,0,0.02,0.04,0,0.09
0,0,0,0,0,0,0.02,0,0.03,0,0.02,0,0.02,0,0.04,0
0,0,0.09,0,0,0,0.07,0,0,0,0,0,0.05,0,0,0.09
0,0,0.06,0,0,0,0.02,0,0.01,0,0.05,0,0,0,0,0.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0
0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.3,0,0.03,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
0,0,0.06,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0.04
0.02,0,0,0.08,0.3,0,0.03,0,0,0,0,0,0,0,0,0.04
0,0,0.09,0.08,0.15,0,0.05,0,0,0,0,0,0.02,0,0,0
0.02,0,0.03,0,0.15,0,0,0,0.01,0,0.07,0,0.02,0,0,0
0,0,0.11,0.08,0.3,0,0,0,0,0,0.1,0,0.02,0,0,0
0.02,0,0,0,0,0,0.05,0,0,0,0.27,0.1,0,0.04,0.04,0.04
0.1,0.03,0.03,0,0,0,0.02,0.12,0,0.02,0.22,0,0.07,0.04,0,0
0.07,0.06,0.06,0.12,0,0,0.03,0,0.01,0.03,0.47,0,0.07,1.06,0.04,0
0.13,0.08,0,0.04,0,0,0.02,0,0.01,0.08,0.89,0,0.1,0.81,0.11,0.04
0.08,0.03,0.03,0,0.45,0,0.05,0,0.03,0.02,0.4,0.1,0.02,0.68,0.07,0
0.1,0.05,0.06,0.08,0,0,0.03,0,0.03,0.07,0.67,0,0.05,0.21,0.04,0
0.07,0.06,0.06,0.04,0,0,0.08,0.12,0.15,0.03,1.11,0,0.12,0.34,0.04,0.13
0.35,0.15,0.26,0.24,0.15,0,0.13,0.06,0.19,0.16,0.92,0.39,0.57,0.25,0.46,0.04
0.49,0.38,0.23,0.16,0.15,0,0.18,0.12,0.3,0.12,0.89,0.59,0.84,0.38,0.18,0.18
0.32,0.3,0.75,0.2,0.45,0.06,0.28,0.06,0.55,0.18,1.19,0.2,1.63,1.1,0.18,0.22
0.45,0.42,0.29,1.07,1.35,0.17,0.18,0.42,0.62,0.12,1.26,0.2,3.31,1.83,0.21,0.22
0.51,0.64,0.49,0.28,1.5,0,0.36,0.3,0.54,0.16,0.84,0.2,1.96,1.83,0.21,0.22
0.35,0.56,0.4,0.2,3,0.11,0.16,0.18,0.66,0.05,0.89,0,2.01,0.64,0.28,0.13
0.37,0.4,0.4,0.16,1.5,0.11,0.15,0.06,0.35,0.08,0.45,0.1,0.81,0.34,0.14,0.18
0.34,0.4,0.26,0.28,1.35,0,0.15,0.24,0.3,0.07,0.64,0.2,1.13,0.38,0.18,0.27
0.36,0.2,0.29,0.36,0,0.06,0.13,0.06,0.29,0.16,0.69,0.2,0.72,0.85,0.32,0.31
0.32,0.11,0.32,0.36,0,0.68,0.07,0.42,0.5,0.06,0.4,0,0.6,0.55,0.21,0.22
0.19,0.2,0.29,0.04,0.45,0.06,0.02,0.3,0.23,0.04,0.22,0,0.19,0.51,0.11,0.09
0.1,0.04,0.06,0,0.15,0,0.03,0,0.09,0.01,0.22,0,0.24,0.17,0.07,0.18
0.06,0.02,0,0.12,0,0,0.02,0,0,0.01,0.07,0,0.02,0,0.04,0.09
0,0,0,0.08,0,0,0.05,0,0,0,0,0,0.05,0.08,0,0
0.06,0,0,0.04,0,0,0,0,0.04,0,0,0,0.05,0,0.04,0
0.02,0,0,0.16,0,0,0,0,0,0,0,0,0.05,0,0.07,0
0,0,0.03,0.16,0,0,0,0.06,0,0,0,0,0.02,0,0.04,0
0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0.03,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.12,0.15,0,0,0,0,0,0,0,0.07,0,0,0
0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.04
0,0,0,0.08,0,0,0.02,0,0,0,0,0,0,0,0,0
0,0,0.03,0.08,0.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0.11,0.04,0.15,0,0,0,0,0,0,0,0.02,0,0,0
0,0.02,0.06,0.04,0.15,0,0,0,0,0,0.02,0,0.02,0,0,0.13
0.06,0.04,0.09,0,0,0,0,0,0.01,0,0.02,0.1,0.02,0,0,0.04
0.06,0.06,0.23,0,0,0,0,0.06,0.03,0,0,0,0,0,0,0
0.07,0.03,0.11,0.12,0,0,0.03,0,0,0.02,0.02,0,0.05,0,0,0.09
0.07,0.06,0.2,0.2,0,0,0,0,0.01,0.01,0.15,0,0.12,0,0,0
0.19,0.13,0.32,0.12,0,0.06,0.02,0,0.05,0,0.2,0,0.19,0,0.14,0.13
0.34,0.4,0.49,0.28,0.6,0,0,0.18,0.3,0.04,0.35,0,0.26,0,0.18,0.18
1.32,0.69,0.26,0.32,0.75,0.06,0.11,0,0.96,0.15,0.74,0.1,0.65,0.08,0.14,0.27
1.7,1.13,0.95,0.95,3,0.17,0.11,0,1.3,0.26,1.21,0,1.08,0.08,0.35,0.49
2.18,1.3,1.24,2.18,2.7,0.06,0.33,0.72,2.14,0.45,3.09,0.39,1.58,0.68,0.74,0.93
2.37,2.33,1.93,2.74,0.75,1.13,0.82,0.78,3.89,0.58,4.88,0.29,3.19,2.04,1.76,2.8
3.1,2.9,2.39,2.34,1.95,1.02,0.79,1.69,4.51,0.42,4.58,0.59,7.5,3.27,1.94,3.51
2.47,3.06,2.76,2.1,1.8,0.9,0.8,2.11,4,0.45,4.9,0.69,10.28,3.52,1.83,4
2.43,2.68,2.62,2.3,1.35,0.68,0.54,1.63,3.82,0.28,3.34,0.98,16.22,6.2,2.32,4.05
0.98,1.15,1.55,1.71,1.05,0.06,0.21,1.03,1.5,0.17,1.68,0.39,11.12,3.27,1.62,1.82
0.31,0.58,0.57,0.64,0.15,0,0.13,0.36,0.66,0.07,0.74,0,4.65,1.78,0.7,0.44
0.15,0.18,0.11,0.32,0,0,0.02,0.06,0.34,0.02,0.2,0,2.49,0.64,0.81,0.44
0.03,0.05,0.17,0.16,0,0,0.02,0,0.29,0,0.2,0,0.74,0.21,0.21,0.18
0.02,0.03,0.06,0.08,0,0.06,0.03,0,0.2,0.01,0.1,0,0.22,0.17,0.18,0
0,0,0.09,0.08,0,0,0,0,0.11,0,0,0,0.17,0.17,0.07,0
0.03,0,0.03,0.04,0,0,0,0,0.04,0,0,0,0.05,0.21,0,0
0,0,0.09,0,0,0,0,0,0.09,0,0.05,0,0.02,0,0.04,0
0,0,0,0.08,0,0,0,0,0.01,0,0,0,0.02,0.55,0,0
0,0,0.03,0.08,0,0,0,0,0.03,0,0,0,0,2.55,0.04,0
0,0,0,0.12,0,0,0.02,0,0,0.01,0,0,0,0.04,0,0
0,0,0,0.12,0,0,0,0,0.05,0,0,0,0,0,0.04,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0.08,0,0,0,0,0,0,0,0,0.07,0,0,0
0,0,0.03,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
